EIN	FISYR	NTEE	TOTALREVCURRENT	WEBSITE	TWITTERHANDLE
936027711	2014	A1120	273978.0	www.tudorguild.org	['https://twitter.com/TudorGuild']
942576484	2014	A1120	951100.0	www.missionculturalcenter.org	[]
880437464	2015	A1123	216626.0	BLACKROCKDESERT.ORG	[]
263639601	2014	A1123	2337452.0	WWW.FRIENDSOFAUAF.ORG	['https://twitter.com/#!/FriendsofAUAF']
200813055	2014	A1123	1721524.0	WWW.ICMIN.ORG	['https://twitter.com/ICM_India']
271976339	2014	A1123	1887070.0	www.BRITISHCOUNCIL.ORG/USA	['https://twitter.com/usaBritish']
311295670	2015	A1123	15683.0	http://www.friendsofcasearcreek.org	[]
521921393	2015	A1123	540171.0	WWW.AFOCR.ORG	[]
742550358	2014	A1125	287183.0	DSAFRIENDS.ORG	['https://twitter.com/Dsafriends']
550719285	2014	A1130	750498.0	WWW.WVPUBCAST.ORG	['https://twitter.com/wvpublic']
721233347	2014	A1130	7327621.0	www.lpb.org	['https://twitter.com/lpborg']
741670740	2014	A1130	11511332.0	WWW.HOUSTONPUBLICMEDIA.ORG	['https://twitter.com/houstonpubmedia']
810426350	2014	A1132	1736263.0	WWW.FRIENDSOFMONTANAPBS.ORG	[]
636050895	2014	A1132	4292675.0	WWW.APTV.ORG	['http://www.twitter.com/APTV']
237300462	2014	A1132	7956304.0	WWW.WPT.ORG	['https://twitter.com/pbswi/']
310974074	2014	A1134	1361663.0	WVPUBLIC.ORG	['https://twitter.com/wvpublic']
46130523	2014	A1134	2240672.0	WWW.NEPR.NET	['https://twitter.com/nepublicmedia']
376005963	2014	A1140	1021376.0	springfieldart.org	['//twitter.com/springfieldart']
237317234	2015	A1140	1081115.0	WWW.KCFOUNTAINS.ORG	[]
850402832	2015	A1140	1039299.0	WWW.CENTEROFSOUTHWESTCULTURE.ORG	[]
521281651	2014	A1150	1491781.0	HTTP://WWW.ALTOSDECHAVON.COM	['https://twitter.com/chavonedu']
237185836	2014	A1150	3382703.0	WWW.SMV.ORG	['https://twitter.com/ScienceMusofVA']
376018727	2014	A1150	904226.0	WWW.MUSEUM.STATE.IL.US	['http://www.twitter.com/ILStateMuseum']
510398806	2014	A1150	7197720.0	http://diplomacy.state.gov	['https://twitter.com/nmadmuseum']
222503232	2014	A1150	252101.0	WWW.RAAMERICA.ORG	['https://twitter.com/royalacademy', 'https://twitter.com/home?status=Reading%20about%20the%20Royal%20Academy%20America%20page%20@RoyalAcademy%20https://www.royalacademy.org.uk/page/royal-academy-america']
630589651	2014	A1150	315285.0	WWW.ARMYAVIATIONMUSEUM.ORG	[]
596178237	2015	A1150	7018637.0	www.navalaviationmuseum.org	[]
912093948	2014	A1150	-1056120.0	WWW.EMPMUSEUM.ORG	['https://twitter.com/mopop']
581973160	2014	A1150	6338521.0	WWW.DIXON.ORG	['https://twitter.com/DixonGG']
421298070	2015	A1150	191957.0	www.muscatinehistory.org	['https://twitter.com/buttonmuseum']
850294127	2014	A1150	109705.0	WWW.WHEELWRIGHT.ORG	['https://twitter.com/wheelwrightpr']
223010096	2015	A1150	32545.0	http://www.rootsweb.ancestry.com/~njfnjth/	[]
521363427	2014	A1150	1047000.0	WWW.CALVERTMARINEMUSEUM.COM	['https://twitter.com/TheMarineMuseum']
237182582	2014	A1150	20096038.0	WWW.AFIMNYC.ORG	[]
850201054	2014	A1150	1667520.0	WWW.ALBUQUERQUEMUSEUM.ORG	[]
621410935	2015	A1150	36881.0	HTTP://WWW.TNAGMUSEUM.ORG	['https://twitter.com/TNAgMuseum']
132928469	2015	A1150	4030301.0	WWW.AFBH.US	['https://twitter.com/BeitHatfutsot']
720954712	2014	A1150	1157691.0	HTTP://WWW.THELMF.ORG/	['https://twitter.com/the_lmf']
912093948	2015	A1150	115.0	WWW.EMPMUSEUM.ORG	['https://twitter.com/mopop']
592569073	2014	A1150	1844721.0	WWW.NAVYSEALMUSEUM.COM	['https://twitter.com/NavySEALMuseum']
521254105	2014	A1151	435718.0	www.jra.org	['//twitter.com/jracraft']
592017511	2014	A1151	7166574.0	WWW.THEBASS.ORG	['https://twitter.com/TheBassMoA/']
440560018	2014	A1151	109798.0	ARTMUSEUMASSOCIATES.ORG	[]
850356617	2014	A1151	130719.0	WWW.ROSWELLMUSEUM.ORG	[]
43517288	2014	A1151	240207.0	WWW.GRIFFINMUSEUM.ORG	['https://twitter.com/griffinmuseum?lang=en']
581647538	2014	A1152	6430007.0	WWW.MARBLESKIDSMUSEUM.ORG	[]
943037898	2014	A1154	365377.0	WWW.TCPM.ORG	[]
521986104	2014	A1154	4202212.0	www.nationalcryptologicmuseumfoundation.com	[]
356202818	2014	A1154	8823522.0	HTTP://WWW.IN.GOV/ISM	[]
411723120	2015	A1154	953837.0	WWW.261.COM	[]
251821862	2015	A1154	1831224.0	SOLDIERSANDSAILORSHALL.ORG	['https://twitter.com/SSMHnM']
391484170	2014	A1154	314102.0	WWW.FRIENDSOWW.ORG	[]
232230742	2014	A1154	680630.0	WWW.RRMUSEUMPA.ORG	['https://twitter.com/rrmuseumpa']
770272697	2014	A1154	1927085.0	KCMUSEUMFOUNDATION.ORG	[]
942639021	2014	A1154	53558.0	WWW.SHARPSTEENMUSEUM.ORG	[]
481043371	2015	A1154	238605.0	www.smokyhillmuseum.org	[]
540560803	2015	A1154	85245.0	WESTMORELANDCOUNTYMUSEUM.ORG	['https://twitter.com/museum_wcm', 'http://twitter.com/%40Museum_WCM', 'http://twitter.com/Museum_WCM', 'https://twitter.com/Museum_WCM']
770340083	2014	A1154	311384.0	WWW.CHINALAKEMUSEUM.ORG	[]
581990772	2014	A1156	374379.0	WWW.TYBEEMARINESCIENCE.ORG	['https://twitter.com/MarineTybee']
640592874	2014	A1156	233577.0	WWW.MMNSFOUNDATION.COM	['http://twitter.com/MSScienceMuseum']
203140552	2014	A1157	115878.0	www.friendsofcampbellcreek.org	[]
310668800	2015	A1157	4803613.0	WWW.AIRFORCEMUSEUM.COM	[]
850404628	2014	A1157	1639078.0	WWW.NUCLEARMUSEUM.ORG	['https://twitter.com/nuclearmuseum']
752281734	2014	A1160	137966.0	abilenephilharmonic.org	[]
436054615	2014	A1160	959532.0	www.follytheater.com	[]
202236574	2014	A1160	6665198.0	www.cmacevents.com	['https://twitter.com/intent/tweet?text=COLLECTIVE%20SOUL&url=https://www.cmacevents.com/events/collective-soul/', 'https://twitter.com/intent/tweet?text=TIM%20MCGRAW&url=https://www.cmacevents.com/events/tim-mcgraw/', 'https://twitter.com/intent/tweet?text=Home%20Page&url=https://www.cmacevents.com/', 'https://twitter.com/intent/tweet?text=LUKE%20COMBS&url=https://www.cmacevents.com/events/luke-combs-august-6-2021/', 'https://twitter.com/intent/tweet?text=TREY%20ANASTASIO%20BAND%20AND%20JASON%20ISBELL&url=https://www.cmacevents.com/events/trey-anastasio-band-and-jason-isbell/', 'https://twitter.com/intent/tweet?text=BRANDI%20CARLILE&url=https://www.cmacevents.com/events/brandi-carlile/', 'https://twitter.com/intent/tweet?text=TEDESCHI%20TRUCKS%20BAND%202020&url=https://www.cmacevents.com/events/tedeschi-trucks-band-2020/', 'https://twitter.com/cmacevents', 'https://twitter.com/intent/tweet?text=NORAH%20JONES&url=https://www.cmacevents.com/events/norah-jones/', 'https://twitter.com/intent/tweet?text=STEVE%20MARTIN%20AND%20MARTIN%20SHORT&url=https://www.cmacevents.com/events/steve-martin-and-martin-short-live-from-cmac/', 'https://twitter.com/intent/tweet?text=LUKE%20COMBS&url=https://www.cmacevents.com/events/luke-combs-august-5-2021/', 'https://twitter.com/intent/tweet?text=THOMAS%20RHETT&url=https://www.cmacevents.com/events/the-center-point-road-tour/', 'https://twitter.com/intent/tweet?text=RATT&url=https://www.cmacevents.com/events/ratt/', 'https://twitter.com/intent/tweet?text=OLD%20DOMINION&url=https://www.cmacevents.com/events/old-dominion/']
231501159	2014	A1160	1824853.0	www.philorch.org/academyofmusic	[]
464534702	2014	A1160	2239932.0	WWW.JAZZSTL.ORG	['https://twitter.com/JazzStLouis']
741882139	2014	A1160	447440.0	WWW.WSLAUSTIN.ORG	['https://twitter.com/austinsymphony?lang=en', 'https://twitter.com/wslaustin_org/']
760428914	2014	A1160	8657323.0	www.thehobbycenter.org	['http://www.twitter.com/hobbycenter']
841136452	2015	A1160	574047.0	http://www.frequentflyers.org	['https://twitter.com/freqflyers']
741882139	2014	A1160	447440.0	WWW.WSLAUSTIN.ORG	['https://twitter.com/austinsymphony?lang=en', 'https://twitter.com/wslaustin_org/']
344005365	2014	A1160	6050204.0	WWW.TOLEDOSYMPHONY.COM	['https://twitter.com/toledosymphony']
810591705	2014	A1160	827579.0	WWW.LEVITTPAVILIONPASADENA.ORG	[]
751529851	2014	A1160	11254753.0	www.dallassymphony.com	['https://twitter.com/DallasSymphony']
363964320	2014	A1161	1034591.0	WWW.ROSETHEATER.ORG	['https://twitter.com/RoseTheaterCo']
270524702	2015	A1161	119274.0	www.fosaa.org	['https://twitter.com/FOSAA2010']
650353695	2014	A1161	41016342.0	WWW.ARSHTCENTER.ORG	[]
770408837	2014	A1161	2056808.0	WWW.PACSLO.ORG	[]
841166423	2014	A1161	1205570.0	WWW.SHERIDANOPERAHOUSE.COM	['https://twitter.com/sheridanopera']
262039839	2014	A1161	290295.0	SAVETHEWRIGHT.ORG	[]
237425816	2014	A1161	152160.0	www.hidesertculturalcenter.org	['http://www.twitter.com/https://twitter.com/HiDesertCC']
943153874	2014	A1161	769870.0	www.vallejoarts.org	[]
61020720	2015	A1161	1539496.0	WWW.IVORYTONPLAYHOUSE.ORG	['https://twitter.com/ivorytonplayhou']
621618467	2015	A1162	64671.0	WWW.FRIENDSOFMETRODANCE.ORG	[]
911736971	2014	A1163	1869703.0	pnb.org	['https://twitter.com/PNBallet']
521978194	2014	A1165	582984.0	WWW.RSCAMERICA.ORG	['https://twitter.com/thersc']
363588432	2014	A1165	259824.0	WWW.RAILTOSQUARE.COM	[]
593191311	2014	A1165	2788181.0	WWW.TAMPATHEATRE.ORG	['https://twitter.com/tampatheatre', 'https://twitter.com/TAMPATHEATRE']
311288939	2014	A1165	155062.0	HTTP://WWW.MAJESTICCHILLICOTHE.ORG/	[]
911725552	2014	A1165	223567.0	WWW.SCT.ORG	[]
954068775	2015	A1165	339907.0	http://www.theatreofhearts.org/	['http://www.twitter.com/theatreofhearts', 'https://twitter.com/theatreofhearts']
936041618	2013	A1165	2049285.0	WWW.OSFASHLAND.ORG	['http://www.twitter.com/osfashland']
43039722	2014	A1165	4328570.0	WWW.COOLIDGE.ORG	['https://twitter.com/thecoolidge']
200396746	2014	A1168	15719.0	WWW.STPAULSCATHEDRAL.ORG	[]
526080460	2014	A1168	5354080.0	HTTP://WWW.LYRICOPERAHOUSE.COM/	['https://twitter.com/lyricbaltimore']
231472487	2014	A1168	1255395.0	WWW.READINGMUSICALFOUNDATION.ORG	[]
860978452	2015	A1168	299970.0	WWW.FFOTM.ORG	[]
546060149	2014	A1168	143332.0	WWW.FMMC.ORG (SHARED WEB SITE W/FMMC)	[]
936031819	2014	A1169	384451.0	WWW.ORSYMPHONYSALEM.ORG	['https://twitter.com/OregonSymphony']
486117394	2014	A1169	21342.0	HTTP://WSO.ORG/VOLUNTEER/	['http://www.twitter.com/WichitaSymphony']
760192979	2014	A1169	156877.0	www.slbmt.org	[]
